SetPoint [°C],Timestamp,Chamber temperature [°C],Reference temperature [°C],DUT temperature [°C]
0,"02.02.2021 15:42:53",0,0.160000000000025,0.16412765957449
0,"02.02.2021 15:42:57",0,0.160000000000025,0.16412765957449
0,"02.02.2021 15:43:01",0,0.160000000000025,0.16412765957449
0,"02.02.2021 15:43:05",0,0.160000000000025,0.16412765957449
0,"02.02.2021 15:43:09",0,0.149999999999977,0.16412765957449
0,"02.02.2021 15:43:13",0,0.149999999999977,0.16412765957449
0,"02.02.2021 15:43:17",0,0.149999999999977,0.16412765957449
0,"02.02.2021 15:43:21",0,0.149999999999977,0.16412765957449
0,"02.02.2021 15:43:25",0,0.149999999999977,0.16412765957449
0,"02.02.2021 15:43:29",0,0.139999999999986,0.16412765957449
0,"02.02.2021 15:43:33",0,0.139999999999986,0.16412765957449
0,"02.02.2021 15:43:37",0,0.139999999999986,0.16412765957449
0,"02.02.2021 15:43:41",0,0.139999999999986,0.16412765957449
0,"02.02.2021 15:43:44",0,0.139999999999986,0.16412765957449
0,"02.02.2021 15:43:48",0,0.139999999999986,0.16412765957449
0,"02.02.2021 15:43:52",0,0.139999999999986,0.16412765957449
0,"02.02.2021 15:43:56",0,0.129999999999995,0.16412765957449
0,"02.02.2021 15:44:00",0,0.129999999999995,0.100000000000023
0,"02.02.2021 15:44:04",0,0.129999999999995,0.16412765957449
0,"02.02.2021 15:44:08",0,0.129999999999995,0.16412765957449
0,"02.02.2021 15:44:12",0,0.129999999999995,0.16412765957449
0,"02.02.2021 15:44:16",0,0.129999999999995,0.16412765957449
0,"02.02.2021 15:44:20",0,0.129999999999995,0.16412765957449
0,"02.02.2021 15:44:24",0,0.129999999999995,0.16412765957449
0,"02.02.2021 15:44:28",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:44:32",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:44:35",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:44:39",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:44:43",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:44:47",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:44:51",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:44:55",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:44:59",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:03",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:07",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:11",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:15",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:19",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:22",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:26",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:30",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:34",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:38",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:42",0,0.120000000000005,0.16412765957449
0,"02.02.2021 15:45:46",0,0.120000000000005,0.100000000000023
0,"02.02.2021 15:45:50",0,0.110000000000014,0.16412765957449
0,"02.02.2021 15:45:54",0,0.110000000000014,0.100000000000023
0,"02.02.2021 15:45:58",0,0.110000000000014,0.16412765957449
0,"02.02.2021 15:46:02",0,0.110000000000014,0.100000000000023
0,"02.02.2021 15:46:06",0,0.110000000000014,0.16412765957449
0,"02.02.2021 15:46:10",0,0.110000000000014,0.100000000000023
0,"02.02.2021 15:46:14",0,0.110000000000014,0.16412765957449
0,"02.02.2021 15:46:17",0,0.110000000000014,0.16412765957449
0,"02.02.2021 15:46:21",0,0.110000000000014,0.16412765957449
0,"02.02.2021 15:46:25",0,0.110000000000014,0.16412765957449
0,"02.02.2021 15:46:29",0,0.110000000000014,0.100000000000023
0,"02.02.2021 15:46:33",0,0.110000000000014,0.16412765957449
0,"02.02.2021 15:46:37",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:46:41",0,0.100000000000023,0.100000000000023
0,"02.02.2021 15:46:45",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:46:49",0,0.100000000000023,0.100000000000023
0,"02.02.2021 15:46:53",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:46:57",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:01",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:05",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:08",0,0.100000000000023,0.100000000000023
0,"02.02.2021 15:47:12",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:16",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:20",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:24",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:28",0,0.100000000000023,0.100000000000023
0,"02.02.2021 15:47:32",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:36",0,0.100000000000023,0.100000000000023
0,"02.02.2021 15:47:40",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:44",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:48",0,0.100000000000023,0.16412765957449
0,"02.02.2021 15:47:52",0,0.100000000000023,0.100000000000023
0,"02.02.2021 15:47:56",0,0.100000000000023,0.16412765957449
20,"02.02.2021 15:47:59",0,0.089999999999975,0.100000000000023
20,"02.02.2021 15:48:03",0.003,0.089999999999975,0.16412765957449
20,"02.02.2021 15:48:07",0.109,0.100000000000023,0.16412765957449
20,"02.02.2021 15:48:11",0.421,0.100000000000023,0.16412765957449
20,"02.02.2021 15:48:15",0.991,0.120000000000005,0.292382978723424
20,"02.02.2021 15:48:19",1.727,0.160000000000025,0.420638297872358
20,"02.02.2021 15:48:23",2.493,0.230000000000018,0.613021276595759
20,"02.02.2021 15:48:27",3.284,0.319999999999993,0.805404255319161
20,"02.02.2021 15:48:31",4.094,0.410000000000025,1.06191489361703
20,"02.02.2021 15:48:35",4.817,0.519999999999982,1.3184255319149
20,"02.02.2021 15:48:39",5.639,0.629999999999995,1.63906382978723
20,"02.02.2021 15:48:43",6.483,0.779999999999973,1.95970212765957
20,"02.02.2021 15:48:46",7.339,0.930000000000007,2.34446808510643
20,"02.02.2021 15:48:50",8.197,1.06,2.72923404255323
20,"02.02.2021 15:48:54",9.064,1.23000000000002,3.11400000000003
20,"02.02.2021 15:48:58",9.811,1.41000000000003,3.5628936170213
20,"02.02.2021 15:49:02",10.69,1.62,4.01178723404257
20,"02.02.2021 15:49:06",11.568,1.77999999999997,4.46068085106384
20,"02.02.2021 15:49:10",12.454,2,4.90957446808511
20,"02.02.2021 15:49:14",13.342,2.24000000000001,5.42259574468085
20,"02.02.2021 15:49:18",14.216,2.5,5.93561702127664
20,"02.02.2021 15:49:22",15.003,2.75999999999999,6.44863829787238
20,"02.02.2021 15:49:26",15.837,2.98000000000002,6.96165957446811
20,"02.02.2021 15:49:30",16.433,3.25999999999999,7.53880851063832
